序号,企业名称,企业编号,建筑物名称,建筑物编号,车间名称,车间编号,工艺名称,工艺编号,采样点名称,采样点编号,最小值,最大值,低低设,低设,高设,高高设,类别,描述,x坐标,y坐标,高度,宽度,单位,测点
247,新亚强硅化学股份有限公司（二厂）,q0083,202精馏车间（二厂区）,q0083b0020,202精馏车间,q0083w0020,,,甲烷QT0080,q0083p3040,0,100,0,10,80,90,可燃气体点位,,,,,,ppm,
248,新亚强硅化学股份有限公司（二厂）,q0083,灌装站（二厂区）,q0083b0016,装卸,q0083w0016,,,甲烷QT0082,q0083p3041,0,100,0,0,25,50,可燃气体点位,,,,,,%LEL,
249,新亚强硅化学股份有限公司（二厂）,q0083,灌装站（二厂区）,q0083b0016,装卸,q0083w0016,,,甲烷QT0084,q0083p3042,0,100,0,0,25,50,可燃气体点位,,,,,,%LEL,
250,新亚强硅化学股份有限公司（二厂）,q0083,灌装站（二厂区）,q0083b0016,装卸,q0083w0016,,,甲烷QT0086,q0083p3043,0,100,0,0,25,50,可燃气体点位,,,,,,%LEL,
251,新亚强硅化学股份有限公司（二厂）,q0083,灌装站（二厂区）,q0083b0016,装卸,q0083w0016,,,甲烷QT0088,q0083p3044,0,100,0,0,25,50,可燃气体点位,,,,,,%LEL,
252,新亚强硅化学股份有限公司（二厂）,q0083,202精馏车间（二厂区）,q0083b0020,202精馏车间,q0083w0020,,,甲烷QT0090,q0083p3045,0,100,0,10,80,90,可燃气体点位,,,,,,ppm,
253,新亚强硅化学股份有限公司（二厂）,q0083,202精馏车间（二厂区）,q0083b0020,202精馏车间,q0083w0020,,,甲烷QT0092,q0083p3046,0,100,0,10,80,90,可燃气体点位,,,,,,ppm,
254,新亚强硅化学股份有限公司（二厂）,q0083,202精馏车间（二厂区）,q0083b0020,202精馏车间,q0083w0020,,,甲烷QT0094,q0083p3047,0,100,0,10,80,90,可燃气体点位,,,,,,ppm,
255,新亚强硅化学股份有限公司（二厂）,q0083,202精馏车间（二厂区）,q0083b0020,202精馏车间,q0083w0020,,,11-手动按钮—精馏1,q0083p1001,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
256,新亚强硅化学股份有限公司（二厂）,q0083,202精馏车间（二厂区）,q0083b0020,202精馏车间,q0083w0020,,,13-讯响器—精馏1-N0002,q0083p1002,,,,,,,消防声光报警器点位（含手动）,,,,,,,
257,新亚强硅化学股份有限公司（二厂）,q0083,202精馏车间（二厂区）,q0083b0020,202精馏车间,q0083w0020,,,13-讯响器—精馏1-N0003,q0083p1003,,,,,,,消防声光报警器点位（含手动）,,,,,,,
258,新亚强硅化学股份有限公司（二厂）,q0083,202精馏车间（二厂区）,q0083b0020,202精馏车间,q0083w0020,,,13-讯响器—精馏1-N0004,q0083p1004,,,,,,,消防声光报警器点位（含手动）,,,,,,,
259,新亚强硅化学股份有限公司（二厂）,q0083,202精馏车间（二厂区）,q0083b0020,202精馏车间,q0083w0020,,,15-消火栓—精馏1,q0083p1005,,,,,,,消火栓按钮点位,,,,,,,
260,新亚强硅化学股份有限公司（二厂）,q0083,201合成车间（二厂区）,q0083b0019,201车间,q0083w0085,,,11-手动按钮—苯基合成-N0006,q0083p1006,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
261,新亚强硅化学股份有限公司（二厂）,q0083,201合成车间（二厂区）,q0083b0019,201车间,q0083w0085,,,11-手动按钮—苯基合成-N0007,q0083p1007,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
262,新亚强硅化学股份有限公司（二厂）,q0083,201合成车间（二厂区）,q0083b0019,201车间,q0083w0085,,,13-讯响器—苯基合成-N0008,q0083p1008,,,,,,,消防声光报警器点位（含手动）,,,,,,,
263,新亚强硅化学股份有限公司（二厂）,q0083,201合成车间（二厂区）,q0083b0019,201车间,q0083w0085,,,13-讯响器—苯基合成-N0009,q0083p1009,,,,,,,消防声光报警器点位（含手动）,,,,,,,
264,新亚强硅化学股份有限公司（二厂）,q0083,201合成车间（二厂区）,q0083b0019,201车间,q0083w0085,,,13-讯响器—苯基合成-N0010,q0083p1010,,,,,,,消防声光报警器点位（含手动）,,,,,,,
265,新亚强硅化学股份有限公司（二厂）,q0083,201合成车间（二厂区）,q0083b0019,201车间,q0083w0085,,,13-讯响器—苯基合成-N0011,q0083p1011,,,,,,,消防声光报警器点位（含手动）,,,,,,,
266,新亚强硅化学股份有限公司（二厂）,q0083,201合成车间（二厂区）,q0083b0019,201车间,q0083w0085,,,15-消火栓—苯基合成,q0083p1012,,,,,,,消防声光报警器点位（含手动）,,,,,,,
267,新亚强硅化学股份有限公司（二厂）,q0083,201合成车间（二厂区）,q0083b0019,201车间,q0083w0085,,,11-手动按钮—焚烧-N0013,q0083p1013,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
268,新亚强硅化学股份有限公司（二厂）,q0083,203焚烧车间（二厂区）,q0083b0018,203焚烧车间,q0083w0018,,,13-讯响器—焚烧-N0014,q0083p1014,,,,,,,消防声光报警器点位（含手动）,,,,,,,
269,新亚强硅化学股份有限公司（二厂）,q0083,203焚烧车间（二厂区）,q0083b0018,203焚烧车间,q0083w0018,,,13-讯响器—焚烧-N0015,q0083p1015,,,,,,,消防声光报警器点位（含手动）,,,,,,,
270,新亚强硅化学股份有限公司（二厂）,q0083,203焚烧车间（二厂区）,q0083b0018,203焚烧车间,q0083w0018,,,15-消火栓—焚烧,q0083p1016,,,,,,,消火栓按钮点位,,,,,,,
271,新亚强硅化学股份有限公司（二厂）,q0083,桶装堆场1（二厂区）,q0083b0023,桶装堆场1,q0083w0023,,,11-手动按钮—桶装场2,q0083p1017,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
272,新亚强硅化学股份有限公司（二厂）,q0083,桶装堆场2（二厂区）,q0083b0024,桶装堆场2,q0083w0024,,,13-讯响器—桶装场2-N0018,q0083p1018,,,,,,,消防声光报警器点位（含手动）,,,,,,,
273,新亚强硅化学股份有限公司（二厂）,q0083,桶装堆场2（二厂区）,q0083b0024,桶装堆场2,q0083w0024,,,15-消火栓—桶装场,q0083p1020,,,,,,,消防声光报警器点位（含手动）,,,,,,,
274,新亚强硅化学股份有限公司（二厂）,q0083,桶装堆场2（二厂区）,q0083b0024,桶装堆场2,q0083w0024,,,11-手动按钮—桶装场2-N0021,q0083p1021,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
275,新亚强硅化学股份有限公司（二厂）,q0083,桶装堆场2（二厂区）,q0083b0024,桶装堆场2,q0083w0024,,,13-讯响器—桶装场2-N0022,q0083p1022,,,,,,,消防声光报警器点位（含手动）,,,,,,,
276,新亚强硅化学股份有限公司（二厂）,q0083,桶装堆场2（二厂区）,q0083b0024,桶装堆场2,q0083w0024,,,13-讯响器—桶装场2-N0023,q0083p1023,,,,,,,消防声光报警器点位（含手动）,,,,,,,
277,新亚强硅化学股份有限公司（二厂）,q0083,桶装堆场2（二厂区）,q0083b0024,桶装堆场2,q0083w0024,,,13-讯响器—桶装场2-N0024,q0083p1024,,,,,,,消防声光报警器点位（含手动）,,,,,,,
278,新亚强硅化学股份有限公司（二厂）,q0083,桶装堆场2（二厂区）,q0083b0024,桶装堆场2,q0083w0024,,,15-消火栓—桶装场2-N0025,q0083p1025,,,,,,,消防声光报警器点位（含手动）,,,,,,,
279,新亚强硅化学股份有限公司（二厂）,q0083,桶装堆场2（二厂区）,q0083b0024,桶装堆场2,q0083w0024,,,11-手动按钮—罐装-N0026,q0083p1026,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
280,新亚强硅化学股份有限公司（二厂）,q0083,桶装堆场2（二厂区）,q0083b0024,桶装堆场2,q0083w0024,,,13-讯响器—罐装-N0027,q0083p1027,,,,,,,消防声光报警器点位（含手动）,,,,,,,
281,新亚强硅化学股份有限公司（二厂）,q0083,罐组4（二厂区）,q0083b0015,罐组4,q0083w0015,,,15-消火栓—罐装,q0083p1028,,,,,,,消火栓按钮点位,,,,,,,
282,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,11-手动按钮—丙类储库2-N0029,q0083p1029,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
283,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,13-讯响器—丙类储库1-N0030,q0083p1030,,,,,,,消防声光报警器点位（含手动）,,,,,,,
284,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,13-讯响器—丙类储库1-N0031,q0083p1031,,,,,,,消防声光报警器点位（含手动）,,,,,,,
285,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,13-讯响器—丙类储库1-N0032,q0083p1032,,,,,,,消防声光报警器点位（含手动）,,,,,,,
286,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,15-消火栓—丙类储库1-N0033,q0083p1033,,,,,,,消火栓按钮点位,,,,,,,
287,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,11-手动按钮—丙类储库2-N0034,q0083p1034,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
288,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,13-讯响器—丙类储库2-N0035,q0083p1035,,,,,,,消防声光报警器点位（含手动）,,,,,,,
289,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,13-讯响器—丙类储库2-N0036,q0083p1036,,,,,,,消防声光报警器点位（含手动）,,,,,,,
290,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,13-讯响器—丙类储库2-N0037,q0083p1037,,,,,,,消防声光报警器点位（含手动）,,,,,,,
291,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,13-讯响器—丙类储库2-N0038,q0083p1038,,,,,,,消防声光报警器点位（含手动）,,,,,,,
292,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,13-讯响器—丙类储库2-N0039,q0083p1039,,,,,,,消防声光报警器点位（含手动）,,,,,,,
293,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,15-消火栓—丙类储库2-N0040,q0083p1040,,,,,,,消火栓按钮点位,,,,,,,
294,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,11-手动按钮—变压器-N0041,q0083p1041,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
295,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,13-讯响器—变压器-N0042,q0083p1042,,,,,,,消防声光报警器点位（含手动）,,,,,,,
296,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,13-讯响器—变压器-N0043,q0083p1043,,,0,20,180,200,消防声光报警器点位（含手动）,,,,,,,
297,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,13-讯响器—变压器-N0044,q0083p1044,,,0,20,180,200,消防声光报警器点位（含手动）,,,,,,,
298,新亚强硅化学股份有限公司（二厂）,q0083,丙类仓库2（二厂区）,q0083b0010,丙类仓库2,q0083w0010,,,15-消火栓—变压器,q0083p1045,,,,,,,消火栓按钮点位,,,,,,,
299,新亚强硅化学股份有限公司（二厂）,q0083,污水处理站（二厂区）,q0083b0006,污水处理站,q0083w0006,,,11-手动按钮—水泵房,q0083p1046,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
300,新亚强硅化学股份有限公司（二厂）,q0083,污水处理站（二厂区）,q0083b0007,污水处理,q0083w0007,,,13-讯响器—水泵房,q0083p1047,,,,,,,消防声光报警器点位（含手动）,,,,,,,
301,新亚强硅化学股份有限公司（二厂）,q0083,罐组6（二厂区）,q0083b0017,罐组6,q0083w0017,,,11-手动按钮—罐组6,q0083p1048,,,,,,,火灾报警按钮点位（含手动）,,,,,,,
302,新亚强硅化学股份有限公司（二厂）,q0083,罐组6（二厂区）,q0083b0017,罐组6,q0083w0017,,,13-讯响器—罐组6,q0083p1049,,,,,,,消防声光报警器点位（含手动）,,,,,,,
303,新亚强硅化学股份有限公司（二厂）,q0083,罐组2（二厂区）,q0083b0013,罐组2,q0083w0013,,,盐酸罐,q0083p0217,0,3400,0,50,3000,3200,重点化学品点位,,,,,,mm,
304,新亚强硅化学股份有限公司（二厂）,q0083,罐组1（二厂区）,q0083b0012,罐组1,q0083w0012,,,苯重量,q0083p0218,0,220,0,20,180,200,重大危险源点位,,1370,480,,,吨,
305,新亚强硅化学股份有限公司（二厂）,q0083,罐组3（二厂区）,q0083b0014,罐组3,q0083w0014,,,待精馏高沸重量,q0083p0219,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
306,新亚强硅化学股份有限公司（二厂）,q0083,罐组1（二厂区）,q0083b0012,罐组1,q0083w0012,,,一次联苯重量,q0083p0220,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
307,新亚强硅化学股份有限公司（二厂）,q0083,罐组1（二厂区）,q0083b0012,罐组1,q0083w0012,,,低沸联苯重量,q0083p0221,0,220,0,20,180,220,重大危险源点位,,,,,,吨,
308,新亚强硅化学股份有限公司（二厂）,q0083,罐组1（二厂区）,q0083b0012,罐组1,q0083w0012,,,一苯脱色前重量,q0083p0222,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
309,新亚强硅化学股份有限公司（二厂）,q0083,罐组1（二厂区）,q0083b0012,罐组1,q0083w0012,,,待脱高沸重量,q0083p0223,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
310,新亚强硅化学股份有限公司（二厂）,q0083,罐组1（二厂区）,q0083b0012,罐组1,q0083w0012,,,二苯精制前重量,q0083p0224,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
311,新亚强硅化学股份有限公司（二厂）,q0083,罐组3（二厂区）,q0083b0014,罐组3,q0083w0014,,,待精馏高沸重量,q0083p0227,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
312,新亚强硅化学股份有限公司（二厂）,q0083,罐组3（二厂区）,q0083b0014,罐组3,q0083w0014,,,待精制高沸重量,q0083p0226,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
313,新亚强硅化学股份有限公司（二厂）,q0083,罐组3（二厂区）,q0083b0014,罐组3,q0083w0014,,,待精馏高沸重量,q0083p0225,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
314,新亚强硅化学股份有限公司（二厂）,q0083,罐组3（二厂区）,q0083b0014,罐组3,q0083w0014,,,待精馏高沸重量,q0083p0228,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
315,新亚强硅化学股份有限公司（二厂）,q0083,罐组3（二厂区）,q0083b0014,罐组3,q0083w0014,,,待精馏高沸重量,q0083p0229,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
316,新亚强硅化学股份有限公司（二厂）,q0083,罐组2（二厂区）,q0083b0013,罐组2,q0083w0013,,,氯苯重量,q0083p0230,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
317,新亚强硅化学股份有限公司（二厂）,q0083,罐组2（二厂区）,q0083b0013,罐组2,q0083w0013,,,氯苯重量,q0083p0231,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
318,新亚强硅化学股份有限公司（二厂）,q0083,罐组2（二厂区）,q0083b0013,罐组2,q0083w0013,,,含苯低沸重量,q0083p0232,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
319,新亚强硅化学股份有限公司（二厂）,q0083,罐组2（二厂区）,q0083b0013,罐组2,q0083w0013,,,待脱高料重量,q0083p0233,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
320,新亚强硅化学股份有限公司（二厂）,q0083,罐组2（二厂区）,q0083b0013,罐组2,q0083w0013,,,粗产品储罐重量,q0083p0234,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
321,新亚强硅化学股份有限公司（二厂）,q0083,罐组2（二厂区）,q0083b0013,罐组2,q0083w0013,,,粗产品储罐重量,q0083p0235,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
322,新亚强硅化学股份有限公司（二厂）,q0083,罐组4（二厂区）,q0083b0015,罐组4,q0083w0015,,,含苯低沸物重量,q0083p0236,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
323,新亚强硅化学股份有限公司（二厂）,q0083,罐组4（二厂区）,q0083b0015,罐组4,q0083w0015,,,含苯低沸物重量,q0083p0237,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
324,新亚强硅化学股份有限公司（二厂）,q0083,罐组4（二厂区）,q0083b0015,罐组4,q0083w0015,,,低沸物重量,q0083p0238,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
325,新亚强硅化学股份有限公司（二厂）,q0083,罐组4（二厂区）,q0083b0015,罐组4,q0083w0015,,,二苯馏分重量,q0083p0239,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
326,新亚强硅化学股份有限公司（二厂）,q0083,罐组4（二厂区）,q0083b0015,罐组4,q0083w0015,,,二苯馏分重量,q0083p0240,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
327,新亚强硅化学股份有限公司（二厂）,q0083,罐组4（二厂区）,q0083b0015,罐组4,q0083w0015,,,含苯低沸物重量,q0083p0241,0,220,0,20,180,200,重大危险源点位,,,,,,吨,
328,新亚强硅化学股份有限公司（二厂）,q0083,罐组2（二厂区）,q0083b0013,罐组2,q0083w0013,罐区工艺2,q0083s0006,盐酸重量,q0083p0420,,,0,20,180,200,工艺点位,,200,200,,,吨,
329,新亚强硅化学股份有限公司（二厂）,q0083,罐组6（二厂区）,q0083b0017,罐组6,q0083w0017,罐区工艺6,q0083s0009,硅醚重量,q0083p0428,,,0,20,180,200,工艺点位,,200,200,,,吨,
330,新亚强硅化学股份有限公司（二厂）,q0083,罐组6（二厂区）,q0083b0017,罐组6,q0083w0017,罐区工艺6,q0083s0009,三甲基氯硅烷重量,q0083p0421,,,0,20,180,200,工艺点位,,200,200,,,吨,
331,新亚强硅化学股份有限公司（二厂）,q0083,罐组6（二厂区）,q0083b0017,罐组6,q0083w0017,罐区工艺6,q0083s0009,三甲基氯硅烷重量,q0083p0422,,,0,20,180,200,工艺点位,,200,200,,,吨,
332,新亚强硅化学股份有限公司（二厂）,q0083,罐组6（二厂区）,q0083b0017,罐组6,q0083w0017,罐区工艺6,q0083s0009,含苯低沸物重量,q0083p0423,,,0,20,180,200,工艺点位,,200,200,,,吨,
333,新亚强硅化学股份有限公司（二厂）,q0083,罐组6（二厂区）,q0083b0017,罐组6,q0083w0017,罐区工艺6,q0083s0009,二次低沸物重量,q0083p0424,,,0,20,180,200,工艺点位,,200,200,,,吨,
334,新亚强硅化学股份有限公司（二厂）,q0083,罐组6（二厂区）,q0083b0017,罐组6,q0083w0017,罐区工艺6,q0083s0009,氯苯重量,q0083p0425,,,0,20,180,200,工艺点位,,200,200,,,吨,
335,新亚强硅化学股份有限公司（二厂）,q0083,罐组6（二厂区）,q0083b0017,罐组6,q0083w0017,罐区工艺6,q0083s0009,硅氮重量,q0083p0426,,,0,20,180,200,工艺点位,,200,201,,,吨,
336,新亚强硅化学股份有限公司（二厂）,q0083,罐组6（二厂区）,q0083b0017,罐组6,q0083w0017,罐区工艺6,q0083s0009,三甲重量,q0083p0427,,,0,20,180,200,工艺点位,,200,200,,,吨,
337,新亚强硅化学股份有限公司（二厂）,q0083,附属用房（二厂区）,q0083b0001,VOC处理工艺,q0083w0001,VOC处理工艺,q0083s0001,PH,q0083p0601,,,6,7,8,9,工艺点位,,360,410,,,,
338,新亚强硅化学股份有限公司（二厂）,q0083,钠库,q0083b0028,钠库,q0083w0028,,,钠库温度,q0083p0242,0,250,0,0,230,230,重大危险源点位,,34.11,118.35,,,℃,
339,新亚强硅化学股份有限公司（二厂）,q0083,液钠仓库,q0083b0029,液钠钠库,q0083w0029,,,V6100A压力,q0083p0243,0,600,0,0,300,300,重大危险源点位,,,,,,Kpa,
340,新亚强硅化学股份有限公司（二厂）,q0083,液钠仓库,q0083b0029,液钠钠库,q0083w0029,,,V6100A液位,q0083p0244,0,5200,0,0,4600,4600,重大危险源点位,,,,,,mm,
341,新亚强硅化学股份有限公司（二厂）,q0083,液钠仓库,q0083b0029,液钠钠库,q0083w0029,,,V6100A温度,q0083p0245,0,250,0,0,230,230,重大危险源点位,,,,,,℃,
342,新亚强硅化学股份有限公司（二厂）,q0083,液钠仓库,q0083b0029,液钠钠库,q0083w0029,,,V6100B压力,q0083p0246,0,600,0,0,300,300,重大危险源点位,,,,,,Kpa,
343,新亚强硅化学股份有限公司（二厂）,q0083,液钠仓库,q0083b0029,液钠钠库,q0083w0029,,,V6100B液位,q0083p0247,0,5200,0,0,4600,4600,重大危险源点位,,,,,,mm,
344,新亚强硅化学股份有限公司（二厂）,q0083,液钠仓库,q0083b0029,液钠钠库,q0083w0029,,,V6100B温度,q0083p0248,0,250,0,0,230,230,重大危险源点位,,,,,,℃,
345,新亚强硅化学股份有限公司（二厂）,q0083,罐组5,q0083b0038,罐组5,q0083w0011,,,V845A压力,q0083p0249,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
346,新亚强硅化学股份有限公司（二厂）,q0083,罐组5,q0083b0038,罐组5,q0083w0011,,,V845A液位,q0083p0250,0,6100,0,0,5400,5400,重大危险源点位,,,,,,mm,
347,新亚强硅化学股份有限公司（二厂）,q0083,罐组5,q0083b0038,罐组5,q0083w0011,,,V845A温度,q0083p0251,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
348,新亚强硅化学股份有限公司（二厂）,q0083,罐组5,q0083b0038,罐组5,q0083w0011,,,V845B压力,q0083p0252,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
349,新亚强硅化学股份有限公司（二厂）,q0083,罐组5,q0083b0038,罐组5,q0083w0011,,,V845B液位,q0083p0253,0,6100,0,0,5400,5400,重大危险源点位,,,,,,mm,
350,新亚强硅化学股份有限公司（二厂）,q0083,罐组5,q0083b0038,罐组5,q0083w0011,,,V845B温度,q0083p0254,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
351,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1029压力,q0083p0255,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
352,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1030压力,q0083p0256,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
353,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1031压力,q0083p0257,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
354,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1032压力,q0083p0258,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,,
355,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1033压力,q0083p0259,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
356,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1034压力,q0083p0260,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
357,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1035压力,q0083p0261,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
358,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1036压力,q0083p0262,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
359,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1037压力,q0083p0263,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
360,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1038压力,q0083p0264,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
361,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1039压力,q0083p0265,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
362,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1040压力,q0083p0266,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
363,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1041压力,q0083p0267,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
364,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1042压力,q0083p0268,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
365,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1043压力,q0083p0269,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
366,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1044压力,q0083p0270,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
367,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1045压力,q0083p0271,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
368,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1046压力,q0083p0272,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
369,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1047压力,q0083p0273,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
370,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1048压力,q0083p0274,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
371,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1049压力,q0083p0275,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
372,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1050压力,q0083p0276,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
373,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1051压力,q0083p0277,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
374,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1052压力,q0083p0278,-0.1,1,0,0,0.8,0.8,重大危险源点位,,,,,,Mpa,
