序号,企业名称,企业编号,建筑物名称,建筑物编号,车间名称,车间编号,工艺名称,工艺编号,采样点名称,采样点编号,最小值,最大值,低低设,低设,高设,高高设,类别,描述,x坐标,y坐标,高度,宽度,单位,测点
350,新亚强硅化学股份有限公司（一厂）,q0032,包装棚（一厂区）,q0032b0009,包装棚,q0032w0009,,,甲烷Fgas91,q0032p3043,0,100,0,0,25,50,可燃气体点位,,,,,,%LEL,tag1
351,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,,,甲烷Fgas92,q0032p3044,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
352,新亚强硅化学股份有限公司（一厂）,q0032,包装棚（一厂区）,q0032b0009,包装棚,q0032w0009,,,甲烷Fgas93,q0032p3045,0,100,0,0,25,50,可燃气体点位,,,,,,%LEL,tag1
353,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,甲烷Fgas94,q0032p3046,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
354,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,甲烷Fgas95,q0032p3047,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
355,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,甲烷Fgas96,q0032p3048,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
356,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,甲烷Fgas97,q0032p3049,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
357,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,甲烷Fgas98,q0032p3050,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
358,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,甲烷Fgas99,q0032p3051,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
359,新亚强硅化学股份有限公司（一厂）,q0032,包装棚（一厂区）,q0032b0009,包装棚,q0032w0009,,,甲烷Fgas112,q0032p3012,,,0,0,25,50,可燃气体点位,,,,,,%LEL,tag1
360,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,211A-1温度,q0032p0401,0,200,0,0,150,200,工艺点位,,270,150,,,℃,tag1
361,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211A-2温度,q0032p0402,0,200,0,0,150,200,工艺点位,,270,200,,,℃,tag1
362,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211A-3温度,q0032p0403,0,200,0,0,150,200,工艺点位,,270,250,,,℃,tag1
363,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211A-4温度,q0032p0404,0,200,0,0,150,200,工艺点位,,270,300,,,,tag1
364,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211A-5温度,q0032p0405,0,200,0,0,150,200,工艺点位,,270,350,,,℃,tag1
365,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211A-塔顶压力,q0032p0406,-100,250,-100,-90,220,230,工艺点位,,420,150,,,Kpa,tag1
366,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211A-塔底压力,q0032p0407,-100,250,-100,-90,220,230,工艺点位,,420,350,,,Kpa,tag1
367,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211B-1温度,q0032p0408,0,200,0,50,150,200,工艺点位,,520,150,,,℃,tag1
368,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211B-2温度,q0032p0409,,,0,50,150,200,工艺点位,,520,200,,,℃,tag1
369,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211B-3温度,q0032p0410,0,200,0,50,150,200,工艺点位,,520,250,,,℃,tag1
370,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211B-4温度,q0032p0411,-20,200,-15,-10,150,200,工艺点位,,520,300,,,℃,tag1
371,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211B-5温度,q0032p0412,0,200,0,50,150,200,工艺点位,,520,350,,,℃,tag1
372,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211B-塔顶压力,q0032p0413,-100,1000,-100,-90,600,800,工艺点位,,640,140,,,Kpa,tag1
373,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211B-塔底压力,q0032p0414,-100,250,-100,-90,220,230,工艺点位,,640,350,,,Kpa,tag1
374,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211A塔釜液位,q0032p0415,-5,800,-4.5,-4,700,750,工艺点位,,350,450,,,mm,tag1
375,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,T211B塔釜液位,q0032p0416,0,800,0,150,700,750,工艺点位,,570,450,,,mm,tag1
376,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,V212A成品罐液位,q0032p0417,0,3000,0,300,2500,2800,工艺点位,,750,450,,,mm,tag1
377,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,精馏工艺,q0032s0009,V212B成品罐液位,q0032p0418,0,2700,100,200,2300,2500,工艺点位,,880,450,,,mm,tag1
378,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品重量,q0032p0473,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
379,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,硅醚成品重量,q0032p0420,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
380,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,硅醚成品重量,q0032p0421,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
381,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,硅醚成品重量,q0032p0422,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
382,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,硅醚重量,q0032p0423,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
383,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,二硅烷半成品重量,q0032p0424,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
384,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,预留,q0032p0425,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
385,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,硅氮半成品重量,q0032p0426,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
386,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,液碱重量,q0032p0427,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
387,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,乙醇重量,q0032p0428,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
388,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,二硅烷成品重量,q0032p0429,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
389,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,硅氮前馏重量,q0032p0430,,,0,20,180,200,工艺点位,,200,201,,,吨,tag1
390,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,硅氮半成品,q0032p0431,,,0,20,180,200,工艺点位,,200,202,,,,tag1
391,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,硅氮半成品,q0032p0432,,,0,20,180,200,工艺点位,,200,203,,,,tag1
392,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,七甲半成品,q0032p0433,,,0,20,180,200,工艺点位,,200,204,,,,tag1
393,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,七甲半成品,q0032p0434,,,0,20,180,200,工艺点位,,200,205,,,,tag1
394,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,硅氮半成品,q0032p0435,,,0,20,180,200,工艺点位,,200,206,,,,tag1
395,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,硅氮半成品,q0032p0436,,,0,20,180,200,工艺点位,,200,207,,,,tag1
396,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,硅氮半成品,q0032p0437,,,0,20,180,200,工艺点位,,200,208,,,,tag1
397,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,三车间半成品,q0032p0438,,,0,20,180,200,工艺点位,,200,209,,,,tag1
398,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,三车间半成品,q0032p0439,,,0,20,180,200,工艺点位,,200,210,,,,tag1
399,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,二乙氧成品,q0032p0440,,,0,20,180,200,工艺点位,,200,210,,,,tag1
400,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,二乙氧成品重量,q0032p0441,,,0,20,180,200,工艺点位,,200,211,,,吨,tag1
401,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,液氨重量,q0032p0442,,,0,20,180,200,重大危险源点位,,200,201,,,吨,tag1
402,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,液氨备用重量,q0032p0443,,,0,20,180,200,重大危险源点位,,200,201,,,吨,tag1
403,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,一甲氨重量,q0032p0444,,,0,20,180,200,重大危险源点位,,200,203,,,吨,tag1
404,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,三甲基一氯硅烷重量,q0032p0445,,,0,20,180,200,重大危险源点位,,200,204,,,吨,tag1
405,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,三甲基一氯硅烷重量,q0032p0446,,,0,20,180,200,重大危险源点位,,200,205,,,吨,tag1
406,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,三甲基一氯硅烷重量,q0032p0447,,,0,20,180,200,重大危险源点位,,200,206,,,吨,tag1
407,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,三甲基一氯硅烷重量,q0032p0448,,,0,20,180,200,重大危险源点位,,200,207,,,吨,tag1
408,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,三甲基一氯硅烷重量,q0032p0449,,,0,20,180,200,重大危险源点位,,200,208,,,吨,tag1
409,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,三甲基一氯硅烷重量,q0032p0450,,,0,20,180,200,重大危险源点位,,200,209,,,吨,tag1
410,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,三甲基一氯硅烷重量,q0032p0451,,,0,20,180,200,重大危险源点位,,200,210,,,吨,tag1
411,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品重量,q0032p0452,,,0,20,180,200,工艺点位,,200,201,,,吨,tag1
412,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅醚成品重量,q0032p0453,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
413,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅醚成品重量,q0032p0454,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
414,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,硅氮前馏重量,q0032p0455,,,0,20,180,200,重点化学品点位,,200,200,,,吨,tag1
415,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅醚成品重量,q0032p0456,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
416,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,七甲成品重量,q0032p0457,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
417,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,七甲成品重量,q0032p0458,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
418,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品重量,q0032p0459,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
419,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品重量,q0032p0460,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
420,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品重量,q0032p0461,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
421,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品重量,q0032p0462,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
422,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,四甲基硅氮成品重量,q0032p0463,,,0,20,180,200,重点化学品点位,,200,203,,,吨,tag1
423,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,四甲基硅氮成品重量,q0032p0464,,,0,20,180,200,工艺点位,,200,210,,,吨,tag1
424,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品重量,q0032p0465,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
425,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品重量,q0032p0466,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
426,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品重量,q0032p0467,,,0,20,180,200,工艺点位,,200,220,,,吨,tag1
427,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,硅氮成品重量,q0032p0468,,,0,20,180,200,重点化学品点位,,160,160,,,吨,tag1
428,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品重量,q0032p0469,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
429,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品,q0032p0470,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
430,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品,q0032p0471,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
431,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,罐组1,q0032s0006,硅氮成品重量,q0032p0472,,,0,20,180,200,工艺点位,,200,200,,,吨,tag1
432,新亚强硅化学股份有限公司（一厂）,q0032,钾钠仓库（一厂区）,q0032b0022,钾钠仓库,q0032w0022,,,钾钠仓库温度,q0032p0601,-30,100,-30,-20,90,100,重大危险源点位,,400,330,,,℃,tag1
433,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,101车间废气处理工艺,q0032s0011,101车间废气PH,q0032p0602,0,14,0,1,13,14,工艺点位,,380,350,,,,tag1
434,新亚强硅化学股份有限公司（一厂）,q0032,104车间（一厂区）,q0032b0021,104车间,q0032w0021,104车间废气处理工艺,q0032s0021,104车间废气PH,q0032p0603,0,14,0,1,13,14,工艺点位,,380,350,,,,tag1
